size	Count
1528	11
1127	20
1134	571
1526	6
813	2
1564	11
1566	31
929	3
1118	40
951	1
1133	122
1580	13
943	3
1462	26
581	1
1224	2
1241	1
1459	13
1482	7
1275	3
1249	3
1543	13
1440	6
1132	76
1210	3
1109	7
1533	12
1149	3
640	1
1368	2
1257	4
1339	3
1461	15
1532	12
1140	4
1336	5
1578	17
1568	15
1405	4
842	3
1540	13
1128	31
1583	11
985	5
1503	7
1093	5
1574	17
1323	5
1338	2
1420	1
1239	2
1329	5
1551	13
1053	3
1400	2
1552	26
1379	3
1066	1
1539	10
1428	4
1100	5
591	2
1086	3
983	3
1051	1
628	1
1064	3
445	1
1160	3
1495	7
1517	8
1458	3
1080	1
1357	1
1385	2
756	1
1380	3
1481	6
1312	1
1590	5
1519	9
1027	1
1185	2
1295	3
1197	3
1175	3
1213	3
1492	8
683	2
1466	2
1577	32
1206	3
754	1
1358	3
1030	2
1310	1
1029	3
1511	8
1319	7
1546	14
1334	3
465	1
1463	3
1360	9
1044	1
1299	2
1581	20
1076	4
908	3
869	1
1538	17
1070	4
1136	8
980	5
1523	13
1151	3
1457	9
1473	6
1131	45
815	2
1549	11
1582	8
1430	8
1361	8
1001	1
1088	7
1502	4
1392	4
1530	8
1557	14
723	3
1497	7
485	2
1501	8
1000	1
942	1
1129	50
1119	7
1403	5
1545	7
1418	10
1187	1
1313	3
1563	17
1409	2
895	2
1135	13
1485	5
1256	2
1372	4
1507	5
1208	3
1470	5
1003	2
1207	6
1510	4
1217	1
975	1
1573	9
1584	12
1476	3
1471	8
1074	5
1469	6
816	2
1442	7
1454	5
1447	10
1548	11
1542	6
991	2
1509	8
1102	2
1111	4
1556	11
1043	6
1514	2
1494	11
979	1
1493	9
1453	4
1116	8
671	1
952	3
1063	3
1588	7
1117	6
1550	14
1414	2
1559	20
1006	5
1522	11
1429	4
1060	1
1322	2
1089	4
1235	5
1547	14
1033	3
689	2
1098	5
1524	12
682	2
1307	4
1516	6
1445	3
1124	8
1130	48
1498	6
680	1
961	2
1544	16
1560	12
808	1
1484	9
1569	14
772	2
1434	4
743	1
1499	8
744	2
1251	3
1375	1
1384	3
909	1
1243	3
1238	4
865	1
1567	4
978	1
899	2
1083	4
638	1
1572	14
1383	1
880	4
1055	3
1570	10
1412	4
1585	5
1204	1
905	1
1576	7
1125	6
1166	1
1456	3
1521	5
1351	4
812	2
1489	4
1082	2
1115	7
1518	10
910	2
1009	2
1415	4
1237	4
1571	14
896	1
1048	2
1139	5
1099	5
1212	4
1496	2
1244	4
1137	5
1041	1
688	1
1346	2
1229	1
1427	3
1025	3
1188	1
1586	13
1553	12
1490	4
1589	2
1531	5
1245	3
1491	7
791	2
1579	9
1068	4
1223	2
455	1
1508	12
1436	4
1554	6
1488	5
1449	4
1593	2
1504	6
1591	1
1393	2
1460	9
906	2
1277	2
724	2
970	2
1049	3
884	1
667	1
1032	3
1536	5
1047	2
1285	1
747	1
569	1
1075	2
972	1
1120	6
1259	6
431	1
1520	9
1468	6
904	2
988	2
1265	2
1286	2
1535	6
1555	9
1121	3
1480	4
1479	4
900	1
986	2
589	4
508	1
1218	2
1303	2
1396	1
1506	4
1107	4
1035	2
1301	3
1193	1
1587	5
1205	3
714	1
1448	1
1209	2
1347	2
1395	3
1562	12
748	3
1565	14
1317	3
1512	2
1126	13
1345	5
1306	4
1437	5
1240	3
1330	2
1486	3
902	2
647	1
925	2
1515	5
577	2
1250	1
1263	3
794	2
582	1
707	2
1561	14
1311	4
1122	3
1467	5
1433	7
963	3
1537	8
953	2
1026	4
1443	5
1008	1
1452	7
1023	2
1173	1
1123	7
1318	1
1439	6
1575	9
987	1
1513	8
1321	2
1475	4
658	1
1592	1
661	1
1398	4
1289	2
1092	4
950	1
1196	2
1198	3
1114	5
663	1
770	2
971	3
1105	3
1444	5
1402	3
1272	2
1072	6
1266	2
1267	1
1101	7
936	1
1046	3
881	2
1558	6
1422	4
1362	2
1416	3
1181	2
1182	2
1052	2
1399	3
717	1
568	2
1324	1
488	1
678	1
1247	3
1177	3
1142	5
829	2
1169	1
1529	5
859	2
1203	1
831	1
1145	1
1326	1
922	2
1431	5
819	3
1011	1
823	1
1474	5
1389	2
1036	1
699	1
1038	1
654	1
1189	2
937	4
1302	2
700	1
843	1
1010	3
1012	1
722	2
595	1
1228	2
1050	2
1233	1
775	3
1200	1
992	3
766	1
1110	12
1417	2
893	2
1410	2
1411	1
825	4
713	3
981	1
1382	1
872	1
1227	2
1261	5
1234	2
1356	1
556	1
1183	1
1381	1
1352	2
1325	2
1423	1
1058	1
695	1
1018	1
533	1
784	2
1541	8
841	2
1408	4
1186	4
1316	1
1279	2
588	1
1274	1
1230	3
927	1
656	1
1199	3
1451	4
1290	2
1314	4
862	1
1505	5
1373	2
1147	2
583	1
1364	1
715	1
995	3
1337	1
1406	1
1269	1
1280	5
1095	2
745	1
1446	5
1078	2
504	1
882	2
1021	3
976	1
966	1
733	2
1156	1
1282	2
1271	1
1112	4
871	2
607	1
1305	1
1527	5
912	2
1534	8
1097	2
662	1
1332	4
1154	3
803	1
1365	2
492	1
1390	5
876	2
1455	3
1472	5
512	1
863	2
1438	2
1371	1
1254	1
1369	1
1487	5
1348	2
1287	1
1085	3
1106	4
1441	3
874	1
1005	2
1094	4
1397	3
836	3
1374	3
999	1
1308	2
1298	3
1113	6
1062	1
855	3
916	3
875	2
753	1
1252	2
1255	3
901	1
752	1
574	2
464	1
1096	2
1483	2
888	1
1424	1
1354	1
1595	2
1450	4
938	2
1464	3
1425	3
1159	1
1344	1
934	2
1057	1
1407	2
1081	2
720	1
1367	3
1202	2
797	2
524	1
1376	4
1394	3
930	2
1221	2
821	1
497	1
1283	1
1525	2
532	1
800	1
947	1
1341	2
1435	4
692	2
1220	1
1004	3
659	3
1426	2
1276	1
1219	1
1031	2
1248	1
329	1
1387	1
1108	2
1214	2
1377	3
847	1
1331	1
1042	2
1167	1
1500	2
960	3
1163	2
786	1
1013	3
956	1
1090	5
505	2
989	1
993	2
848	1
923	2
1231	1
1195	1
890	1
1236	1
1278	1
1059	2
1067	1
1179	1
1087	3
1215	1
917	2
604	1
564	1
1320	1
969	2
1355	2
1071	2
807	1
1419	3
1138	1
779	2
1104	3
1153	1
632	1
1465	4
968	2
1054	1
709	1
1192	1
1103	2
1273	1
1170	2
1242	1
1226	1
957	1
973	1
1327	1
1253	1
879	1
1370	1
197	1
1366	2
349	1
552	1
996	1
734	1
676	1
1270	1
712	1
1164	1
889	2
1291	2
1340	2
898	2
1073	2
1350	1
1077	1
790	2
914	1
958	2
1262	3
844	2
718	1
810	1
1246	1
531	2
698	1
887	1
731	1
1478	2
984	3
1061	1
1294	2
353	1
911	1
1304	3
1232	1
570	1
1017	2
1264	1
990	1
846	1
1353	1
537	1
1174	2
959	1
637	1
1157	1
891	1
837	1
1288	2
962	2
483	1
1333	1
1309	1
873	1
834	1
994	1
1152	2
643	1
614	1
1084	1
860	1
1045	2
1007	1
335	1
1069	2
1343	1
1413	1
886	2
623	1
1194	1
1293	1
1146	1
824	1
941	1
944	1
1165	1
921	2
903	1
858	1
866	1
555	1
1056	1
851	1
796	1
412	1
853	1
798	1
780	1
282	1
773	1
657	1
725	1
977	1
861	2
325	1
822	1
850	1
868	1
590	1
760	1
802	1
587	1
612	1
600	1
553	1
285	1
490	1
571	1
522	1
528	1
333	1
